sku,post_status,post_title,tags,stock,product_gallery,post_content,post_excerpt,category,manage_stock,stock_status,backorders,regular_price,weight,length,width,height,tax_status,tax_class,visibility,featured,featured_image,shipping_class,comment_status,ping_status,menu_order,change_stock,post_author
1310,public,Tonka Phonics Reading Program,Scholastic,1,tonka_phonics_reading_program_2.jpg,"All your child's favorite Construction and Farm Vehicles will come to life in this phonics collection which features 12 books and flash cards.   The books are broken down by which long or short vowel they are focusing on, and the words that represent this concept are bolded for easy identification in the text.  The continuous and consistent use of the specific vowel in question really helps to reinforce the auditory recognition of what the long or short vowel sounds like. This set is also ideal for new readers that are looking for books with easier text, but gets them beyond the one or two sentence structure per page found in other books.",,Reading,yes,instock,yes,1,1,3,4,5,none,,visible,no,tonka_phonics_reading_program_1.jpg,,open,open,,,dirkhonda
1311,public,Touch & Learn Alphabet Fish,Imaginarium Learning,1,touch_learn_alphabet_fish_2.jpg,"Alphabet, Letter Sounds",,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,touch_learn_alphabet_fish_1.jpg,,open,open,,,dirkhonda
1312,public,Travelin' Ants,Lakeshore Learning,1,travelin_ants_2.jpg|travelin_ants_3.jpg|travelin_ants_4.jpg,A sorting word families game,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,travelin_ants_1.jpg,,open,open,,,dirkhonda
1314,public,Understanding Idioms,Lakeshore Learning,1,understanding_idioms_2.jpg|understanding_idioms_3.jpg,Idioms,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,understanding_idioms_1.jpg,,open,open,,,dirkhonda
1315,public,Understanding Sentences,Super Duper ,2,understanding_sentences_2.jpg,Infer Sentence Meaning,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,understanding_sentences_1.jpg,,open,open,,,dirkhonda
1316,public,United States Jumbo Puzzle Map,Leap Frog,1,united_states_jumbo_puzzle_map_2.jpg,Use Tag Reader Pen to hear state facts,,Geography,yes,instock,yes,1,1,3,4,5,none,,visible,no,united_states_jumbo_puzzle_map_1.jpg,,open,open,,,dirkhonda
1319,public,Verb Flashcards,Junior Learning,2,,"Irregular Verbs, Regular Past Tense, Active & Passive Verbs",,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,verb_flashcards_1.jpg,,open,open,,,dirkhonda
1320,public,Verb Tense Instant Learning Center,Lakeshore Learning,1,verb_tense_instant_learning_center_2.jpg|verb_tense_instant_learning_center_3.jpg,,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,verb_tense_instant_learning_center_1.jpg,,open,open,,,dirkhonda
1321,public,Vibrobot,Thames & Kosmos,1,vibrobot_2.jpg,Science of Vibration,,Science,yes,instock,yes,1,1,3,4,5,none,,visible,no,vibrobot_1.jpg,,open,open,,,dirkhonda
1322,public,Vowel Roller Coaster,Carson Dellosa,1,vowel_roller_coaster_2.jpg,Identify short vowel sounds,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,vowel_roller_coaster_1.jpg,,open,open,,,dirkhonda
1323,public,Weather Bingo,Lakeshore Learning,1,weather_bingo_2.jpg|weather_bingo_3.jpg,"Weather vocab, Weather Phenomena, Earth's physical Features",,Science,yes,instock,yes,1,1,3,4,5,none,,visible,no,weather_bingo_1.jpg,,open,open,,,dirkhonda
1324,public,Were Kicking Contractions,Carson Dellosa,1,were_kicking_contractions_2.jpg|were_kicking_contractions_3.jpg,Contractions,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,were_kicking_contractions_1.jpg,,open,open,,,dirkhonda
1325,public,What Doesn't Belong? Fun Deck,Super Duper ,3,what_doesn_t_belong_fun_deck_2.jpg|what_doesn_t_belong_fun_deck_3.jpg,Classifying,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,what_doesn_t_belong_fun_deck_1.jpg,,open,open,,,dirkhonda
1326,public,Where's Wilma,WCA,1,where_s_wilma_2.jpg,"Graphing, 4 Quadrants",,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,where_s_wilma_1.jpg,,open,open,,,dirkhonda
1327,public,Wipe Off Task Cards,Carson Dellosa,4,wipe_off_task_cards_2.jpg,,,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,wipe_off_task_cards_1.jpg,,open,open,,,dirkhonda
1328,public,Word Dominoes,Nora Gaydos,1,word_dominoes_2.jpg|word_dominoes_3.jpg,Word Building Game,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,word_dominoes_1.jpg,,open,open,,,dirkhonda
1329,public,Word Family Race,Carson Dellosa,1,word_family_race_2.jpg,Word Families,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,word_family_race_1.jpg,,open,open,,,dirkhonda
1330,public,Word Whammer,Leap Frog,2,word_whammer_2.jpg,"Letter Names, Sounds, Word Building",,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,word_whammer_1.jpg,,open,open,,,dirkhonda
1007,private,ABC&123,Learning Resources,1,,"Alphabet, Numbers and Counting",,Math|Reading,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1008,private,Ace & Kats Interactive Storybook,Hot Dots,1,,Comes with Pen,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1011,private,Algebra Math Test Rings,Lakeshore Learning,1,,Algebra ,,Math,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1021,private,Are You Listening Jack - I am in Control,Newmark Learning,2,,I am in control of Myself Books ,,Social Skills,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1022,private,Auditory Memory for Details in a Sentence,Super Duper ,2,,Details in a Sentence Flash Cards,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1026,private,Beginning Sounds Bingo,Lakeshore Learning,1,,,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1031,private,Blast off,Lakeshore Learning,1,,"Number Patterns, Skip Counting",,Math,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1035,private,Break the Bank,Lakeshore Learning,1,,"Adding Money, Writing Amounts of Money",,Math,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1039,private,Candy Box Math,Lakeshore Learning,1,,"addition, subtraction, Sorting, Counting, Skip Counting",,Math,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1041,private,Cash Bash,Learning Resources,2,,Electronic Money Flash Card Game,,Math,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1046,private,Chant & Sort Vowel Sounds,,1,,,,,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1048,private,Clever Critters Now I'm Reading,Nora Gaydos,1,,"Set of 10 books, Level 1 Advanced",,Reading|Math,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1058,private,Count Your Chickens,Peaceable Kingdom,1,,"Cooperative, Counting ",,Math,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1059,private,Counting & Patterns Bug,Lakeshore Learning,1,,Counting & Patterns,,Math,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1061,private,Critical Thinking Learning Mats,Carson Dellosa,1,,Game Mats to build Critical Thinking ,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1067,private,Data Analysis Math Test Rings,Lakeshore Learning,1,,Data Analysis and Probability,,Math,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1071,private,Dinosaur Escape Game,Peaceable Kingdom,2,,Counting,,Math,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1073,private,Division Flash Cards,Eeboo,2,,Division Flash Cards,,Math,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1074,private,Dora the Explorer Phonics Reading Set,Scholastic,1,,Reading,,Reading,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1076,private,Engineering Ants,Peaceable Kingdom,1,,Strategy,,Strategy,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1081,private,Fascinating Facts Human Body Game,Lakeshore Learning,1,,Anatomy,,Science,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1082,private,Feed the Woozle,Peaceable Kingdom,1,,Cooperative,,Reading,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1083,private,Fill In The Blank Word Building,Lakeshore Learning,1,,,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1086,private,Flip A Fish,Lakeshore Learning,1,,Addition Game,,Math,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1088,private,Fluency River,Super Duper ,1,,Fluency,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1090,private,Food Fight,Edupress,1,,"Fractions, Decimals, Percentages",,Math,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1097,private,Franklin Learner,Franklin,1,,Spelling Word Learning Tool,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1098,private,Frida's Fruit Fiesta,Educational Insights,1,,Learn Letters,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1101,private,Geometry Math Test Rings,Lakeshore Learning,1,,Geometry,,Math,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1113,private,Hoot Owl Hoot,Peaceable Kingdom,1,,Colors,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1114,private,Hot Dots Jr. Colors,Hot Dots,2,,Colors,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1116,private,Hot Dots Lets Master Grade 1,Hot Dots,1,,,,Math,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1119,private,Hot Dots Reading Cards & pen,Hot Dots,1,,"short vowels, let's read, letter sounds, blends",,Reading,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1120,private,Hot Dots Subtraction,Hot Dots,3,,Subtraction Skills Game,,Math,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1121,private,Human Brain Anatomy,Learning Resources,1,,Brain Anatomy Interactive,,Science,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1123,private,Hundred Boards,Learning Resources,10,,"Skip Counting, 1-100",,Math,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1124,private,I Can Make a Plan - I Believe in Myself,Newmark Learning,2,,I believe in Myself,,Social Skills,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1125,private,I Get Along with Others Book Set,Newmark Learning,1,,Social Skills,,Reading,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1136,private,Learn to Read with Spongebob,Scholastic,1,,"All your child's favorite Sponge Bob characters will come to life in this phonics collection which features 10 books.   The books are broken down by which long or short vowel they are focusing on, and the words that represent this concept are bolded for easy identification in the text.  The continuous and consistent use of the specific vowel in question really helps to reinforce the auditory recognition of what the long or short vowel sounds like. This set is also ideal for new readers that are looking for books with easier text, but gets them beyond the one or two sentence structure per page found in other books.",,Reading,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1141,private,Let's Measure,Imaginarium Learning,1,,Measurement,,Math,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1145,private,Light N Strike Math,Interactive Electronics,3,,Addition Subtraction Multiplication Division Game,,Math,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1147,private,Little Leveled Reader Set A,Scholastic,1,,Reading Level A,,Reading,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1148,private,Little Leveled Reader Set B,Scholastic,1,,Reading Level B,,Reading,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1149,private,Little Leveled Reader Set C,Scholastic,1,,Reading Level C,,Reading,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1150,private,Little Leveled Reader Set D,Scholastic,1,,Reading Level D,,Reading,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1153,private,Lowercase Letters Practice,Lakeshore Learning,1,,Handwriting,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1161,private,Map of the World,,1,,Map of the World,,Geography,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1166,private,Math Vocabulary Cards,Educational Insights,1,,,,Math,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1167,private,Measure Treasure,Learning Resources,1,,Measurement,,Math,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1168,private,Measurement Math Test Rings,Lakeshore Learning,1,,Measurement Calculations,,Math,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1169,private,Menu Math: Ice Cream Parlor,Remedia Publications,6,,Practice Adding Money by Ordering,,Math,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1170,private,Menu Math: The Hamburger Hut,Remedia Publications,6,,Practice Adding Money by Ordering,,Math,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1171,private,Mermaid Island,Peaceable Kingdom,1,,Cooperative,,Reading,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1177,private,Multiplication Master ,Learning Resources,1,,Electronic Multiplication Flash Card Game,,Math,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1178,private,Multiplication Match,Edupress,1,,Multiplication Facts Game,,Math,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1180,private,Multiplication Snap it Up Game,Learning Resources,2,,Multiplication Game,,Math,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1182,private,My Happy Day - I have Feelings,Newmark Learning,2,,I have Feelings,,Social Skills,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1186,private,National Geographic  Beginning Blends,Scholastic,1,,12 Book Beginning Blends Reading Program,,Reading,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1194,private,Number Riddles,Lakeshore Learning,1,,"Using a number line, ",,Math,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1195,private,Number Stack Pancakes,Learning Resources,1,,Counting,,Math,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1205,private,Phonics Long Vowel Activity Center,Lakeshore Learning,1,,,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1207,private,Phonogram Flash Cards,Dr. Frys,1,,Word Families,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1209,private,Phonomic Awareness Accelerator,Smart Tray,1,,Phonics Skill Building,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1218,private,Place Value Game Show,Lakeshore Learning,1,,Place Value,,Math,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1223,private,Pre Reader More Word Play,Nora Gaydos,1,,Pre Reader Sight Words Game,,Reading,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1225,private,Problem & Solution Activity,Lakeshore Learning,1,,"Many texts include a main character that is working to overcome or solve a problem.  Being able to accurately identify the problem and solution the character has selected is important to enhancing your budding writing skills.  This sets provides 3 hands on activities that help your child develop the skills to identify and summarize the text details effectively.  Materials needed include paper, tape, pencil, crayons or markers and tape.",,Language Arts,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1226,private,Problem Solving Math Test Rings,Lakeshore Learning,1,,General Math Problem Solving,,Math,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1231,private,Read & Rhyme Long Vowels,Carson Dellosa,1,,"Rhyming, Reading",,Language Arts,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1232,private,Read & Rhyme Short Vowels,Carson Dellosa,1,,"Rhyming, Reading",,Language Arts,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1234,private,Reading Comprehension Cards,Smart Play,1,,Story cards with multiple choice comprehension cards,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1237,private,Reading for Details Level 2,Super Duper ,2,,Reading Comprehension Practice Cards,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1238,private,Reading for Details Level 3,Super Duper ,2,,Reading Comprehension Practice Cards,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1242,private,Rhyming Learning Center,Lakeshore Learning,2,,Rhyming Words,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1244,private,Roll & Build,Lakeshore Learning,1,,Geometry and Shape Game,,Math,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1247,private,Search For Sight Words Level 4,Lakeshore Learning,1,,Sight Words Game,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1250,private,Set 1 Spelling Accelerator,Smart Tray,1,,Spelling Word Learning Tool,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1253,private,Shape Finder Cookies,Learning Resources,1,,Shapes,,Reading,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1255,private,Shelby's Snack Shack Game,Peaceable Kingdom,1,,"Counting, Numbers",,Math,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1256,private,Short Vowel Lotto,Learning Resources,1,,,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1261,private,Sight Words Set 1,Lakeshore Learning,3,,Sight Words,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1262,private,Sight Words Set 2,Lakeshore Learning,1,,Sight Words,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1263,private,Sight Words Set 3,Lakeshore Learning,1,,Sight Words,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1267,private,Skeleton Floor Puzzle,Learning Resources,1,,,,Science,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1277,private,Sound it Out Puzzles,Lakeshore Learning,1,,,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1278,private,Sound Switchin ,Lakeshore Learning,1,,A Phonemic Awareness Game,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1280,private,Space Tablet,Smithsonian Kids,1,,Space Exploration,,Science,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1294,private,Sunny Day Pond,Peaceable Kingdom,1,,"Color Matching, Fine Motor",,Social Skills,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1297,private,Super Mind Puzzles,Super Mind,1,,Math Puzzle,,Math,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1306,private,This is Biscuit I can Read Phonics Set,Scholastic,1,,Reading,,Reading,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1309,private,Time Telling Game,Eeboo,1,,Telling Time Game,,Math,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1313,private,U.S. States & Capitals Cube Quiz,Carson Dellosa,1,,,Excerpt Here,Geography,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1317,private,Uppercase Printing Letters,Lakeshore Learning,1,,Handwriting Letter,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1318,private,USA States & Capitals Bingo,Lakeshore Learning,1,,,,Geography,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
1331,private,Writing Sequencing Activity,Lakeshore Learning,1,,"Sequencing and the proper word choice to effectively communicate your sequence of events in writing will be learned through this set of 3 hands on writing activities.  Materials needed include paper, pencil, crayons, and an envelope.",,Language Arts,yes,instock,yes,1,1,3,4,5,none,,hidden,no,,,open,open,,,dirkhonda
